sha,message,label,predicted,prob_CommitLabel.BugFix
221e57d0dc01fe95309987db0e1b5f8264b0c85a,"docbook: improve implicit parameter handling
",CommitLabel.NonBugFix,0,0.23
a03ba9564082f08908fba57932b6923ece2ee169,"Improve handling for c::this
",CommitLabel.NonBugFix,0,0.23
9ad12d9f43bfde5e0dbe836cac76a3d00fefc82d,"docbook-parser: Accept symbols with trailing 's'
",CommitLabel.NonBugFix,0,0.19
0a6b2c11738cb54c89771c6d663bd4bfb71511a8,"Improve CTypeResolver for virtual/abstract methods
",CommitLabel.NonBugFix,0,0.14
30c774c06fa73105ee30032a4f967dce95b55f1f,"gir-importer: add support for markdown
",CommitLabel.NonBugFix,0,0.0
98e3eb8204423d1e5ff8fc49230c52273ac8f5b4,"devhelp: Generate better keywords
",CommitLabel.NonBugFix,0,0.13
affd19ae7974c17050377e1f9308e4d11a6e4beb,"devhelp: Add missing keywords
",CommitLabel.BugFix,0,0.24
9e4c48a9368e640b1c26cf9b7affc403acabd8bf,"basic doclet: Add ""wiki-index-name""

Used by valadoc.org
",CommitLabel.NonBugFix,0,0.02
7b22bc146b318790552aa8ec1ece25a3a06d1316,"Add support for cgraphs

Based on patch by Richard Schwarting

Fixes bug 703688.
",CommitLabel.NonBugFix,0,0.28
6b8099e8537df5f2beff8971fbe4d61a05b38c54,"Importer: Resolve c::*_finish methods
",CommitLabel.NonBugFix,0,0.27
2a8739c8bc4dd1998fd000033d9ef0d3819eff76,"gir-importer: Ignore <annotation> tags
",CommitLabel.NonBugFix,1,0.68
5dde44de84cc90ad8f8fe554deaa64597e54ab64,"gir-importer: Add support for <instance-parameter>
",CommitLabel.NonBugFix,0,0.01
06ef3883f57116596653cf68e7728e0d695e45b0,"coding style changes
",CommitLabel.NonBugFix,0,0.02
985c5ddb6b28fa38cabe82581e7c47a51b62f79a,"gtkdoc: Document implicit struct functions
",CommitLabel.NonBugFix,0,0.06
06ae95a8dc8d497e4bc6e8af9dc2129555050638,"libvaladoc: Add Struct.copy_function_cname, Struct.destroy_function_cname
",CommitLabel.NonBugFix,0,0.08
394e001e16e62427487937356967f2e67a03eefb,"gtkdoc: Avoid warnings for undocumented parameters
",CommitLabel.BugFix,0,0.46
78f50be5f2a781904406eeb45b6bf9dc1ea6221f,"gtkdoc: Improve docs for generics
",CommitLabel.NonBugFix,0,0.03
7679e6c2affe21f5179dbd1bedaac4cfa0b00436,"0.20.x: Add support for [GenericAccessors]
",CommitLabel.NonBugFix,0,0.01
83b7c4d75f2166f196b047398588bd7c1eb002a7,"0.18.x: Add support for [GenericAccessors]
",CommitLabel.NonBugFix,0,0.05
2dc9f055ecb49392e5502e8d6b30c28f65c06c22,"0.14.x: Fix TypeParameter.base
",CommitLabel.BugFix,1,0.81
2815cc627460edad383139d3e26a74b4a0ecf7ee,"0.16.x: Fix TypeParameter.base
",CommitLabel.BugFix,1,0.81
4b75bb91694219b73e4474b54d3a420ff23b7c3b,"0.18.x: Fix TypeParameter.base
",CommitLabel.BugFix,1,0.81
8ec73ad2cf0749f5e503787c63f160f3cea2964c,"0.20.x: Fix TypeParameter.base
",CommitLabel.BugFix,1,0.81
bf025c0972c742d450442630739801b8e4c6a163,"gtkdoc: Improve documentation for _get and _set
",CommitLabel.NonBugFix,0,0.13
df9357f508feeff9e7730a7124b7d700829a5951,"libvaladoc: Use --api-version instead of --version
",CommitLabel.NonBugFix,0,0.25
cd519e56eee4a0503bf696318dc09f6a745e7c37,"driver: Add support for vala-0.20
",CommitLabel.NonBugFix,0,0.0
a56fcb77087725fa412b53ffe92d441acca113cd,"Fix make check for older valac versions
",CommitLabel.BugFix,0,0.17
8a670906e9e04b883afeca949a6791fa02dc9058,"gee-0.8
",CommitLabel.NonBugFix,0,0.2
78cd19e253c72260935fc04610f7f22784c957a3,"gtkdoc-scanner: Add support for &nbsp;, &quot;, &apos;
",CommitLabel.NonBugFix,0,0.01
67f9cdb3f427304d6a464dd2007cc4ff0be2f672,"configure.in -> configure.ac
",CommitLabel.NonBugFix,0,0.01
538aa3297e6f491578c57bf73287056400dca6aa,"Fix generic-api-test (out -> @out)
",CommitLabel.BugFix,0,0.0
5a00916143eb6531f8fd848727d70b87edb21f60,"libvaladoc: Avoid multiple imports
",CommitLabel.NonBugFix,1,0.57
c602f64b1d3443855fc0923a571bbdaf8b43e1f0,"libvaladoc: .valadoc-importer: Fix encoding issues
",CommitLabel.BugFix,0,0.44
9cb89acac0adf0ee111ffc6e52115966c549690a,"libvaladoc/content: SourceCode: Strip leading and trailing empty lines
",CommitLabel.NonBugFix,0,0.05
ce8c758c79ea399fd6e3d70f8a24586fa67ea50c,"libvaladoc: .valadoc-importer: Add support for ::append and ::prepend
",CommitLabel.NonBugFix,0,0.01
0a0f2de7b53e3a8f2c68dcacfb8a6602f5b4d10b,"importer: gir: Process callback comments
",CommitLabel.NonBugFix,0,0.49
1e8e06bb1654f1a48a5055cfbbb3696ccc5122e4,"libvaladoc: is_browsale: check parents
",CommitLabel.BugFix,1,0.68
028a40aed648eeabda8a95a9bbbb06b98c3fa21e,"libvaladoc: Mark TypeParameter as unbrowsable
",CommitLabel.BugFix,0,0.19
6d999ad7427d475b1a969709e843dc33c058262c,"libvaladoc: Escape names if necessary
",CommitLabel.BugFix,0,0.15
fdada53286ea9ae5128b2bb330762f1e051d4a5a,"doclet/gtkdoc: Escape text and source code
",CommitLabel.BugFix,1,0.57
4c4fa747f3502fb40cf9827a9408d86aac469561,"Accept {@inheritDoc} in comments without parent documentation
",CommitLabel.BugFix,0,0.2
9672afbc8de8fb986f08b24ebb1fba8e4f5c2fbf,"Fix make distcheck
",CommitLabel.NonBugFix,1,0.77
81151dab07508e1657ddf252a11672c0b1868e7a,"Improve {@inheritDoc}
",CommitLabel.NonBugFix,0,0.01
1486befd45c88ff23e84852d2b605086683a18d4,"libvaladoc/html: Fix nullptr in write_documentation
",CommitLabel.BugFix,1,0.64
f08b397df4f4089d44658903106cdb030ed54a9f,"icons: s/font: monospace/font-family: monospace
",CommitLabel.BugFix,0,0.42
0613ea4287dc6744bc75ebd857b5bcb24331c0a1,"libvaladoc: Accept error codes in @throws
",CommitLabel.NonBugFix,1,0.85
5fe9947c394d1f6d855951b89b94a2153efe9562,"tests: Add missing vapi
",CommitLabel.NonBugFix,0,0.0
9d7827a824e958123bd43df53d8d3019decd4b3d,"doclets/gtkdoc: Fix [Deprecated]
",CommitLabel.BugFix,0,0.34
1cfea5ddbdda59ea7b6194aab353b6baf519a8a5,"libvaladoc: Api.Class: Add is_compact
",CommitLabel.NonBugFix,0,0.06
32b9c64ea4d27780373ac89403a6a020f734b472,"libvaladoc/api: Add finalize and free function names to Api.Class
",CommitLabel.NonBugFix,0,0.08
d147f38c1454d3fffcbb85e8c9ce64e9079fc686,"doclets/gtkdoc: Register struct type macro/function
",CommitLabel.NonBugFix,0,0.05
96be7e81f00cd7d01a45d59793f02274a0dd4395,"libvaladoc/api: Hide unbrowsable property getters and setters
",CommitLabel.BugFix,1,0.68
ea630c53ad06b868112d6b23fb7feeb632538731,"libvaladoc: Add metadata for gtkdoclet
",CommitLabel.NonBugFix,0,0.02
9d063401ca4d1b181d7f6e8e81aac5c344d75271,"tests: Update generic-api-test
",CommitLabel.NonBugFix,0,0.01
5e70a81a7af47ccab0a9476bd6e00a2edd3208a3,"Add tests for drivers
",CommitLabel.NonBugFix,0,0.0
a5be9be3c238dbaa80075c16d1ee535c187003fb,"Add tests for MarkupReader
",CommitLabel.NonBugFix,0,0.0
74f52f6aa195af2df445e1e5887331f69542156b,"Add tests for libvaladoc/parser and gtkdoc-scanner
",CommitLabel.NonBugFix,0,0.0
22e26f92848363f31fd7aa0a5de7f5dce8666bf9,"libvaladoc: Move Api.NodeType to api/nodetype.vala
",CommitLabel.NonBugFix,0,0.04
66586932bbd0d85f1868d0e382da843398c34665,"drivers: fix namespace comment selection
",CommitLabel.BugFix,0,0.26
2fe47371d2042e1d7d116d9fdbbaf338aaaa109b,"libvaladoc: fix vala 0.14.x compatibility
",CommitLabel.BugFix,0,0.44
42f200a010d5c374bfc9d1d9c6cfef58aa89be54,"libvaladoc/html: Show all known sub-structs
",CommitLabel.NonBugFix,1,0.57
13aba44f713378272aa92ad033c7016609802661,"libvaladoc: register child structs
",CommitLabel.NonBugFix,0,0.05
ca0431e1944864281c2490e632c71d03a28745aa,"libvaladoc: Drop deprecated methods
",CommitLabel.NonBugFix,0,0.04
cb1e01f5c5a26fa2660fcbfa9494cc70fd93e3bc,"libvaladoc: rename Api.Interface.get_all_implemented_interface_list to get_full_implemented_interface_list
",CommitLabel.NonBugFix,0,0.07
3ca94cabb68789cb20e37e0c9ecea7acc8b9487e,"libvaladoc/html: Add ""All known members inherited from ""
",CommitLabel.NonBugFix,0,0.24
8cfab911725cd434f63da2b138aa483cc5ac90f4,"gtkcommentparser: Fix --verbose
",CommitLabel.BugFix,1,0.87
1eebb3a020b0a91f153cf313bd90b0600b94a56f,"gir-importer: Process implicit parameters
",CommitLabel.NonBugFix,0,0.15
2daa05f2bd185e3de5c2e85afc86b2bc6194b41b,"gtkdoc: accept %<numeric>
",CommitLabel.NonBugFix,1,0.68
11f0cd175291d51e23b5074fa3964530f16e72c2,"libvaladoc/api: Fix memory cycle: method.base_method <> method
",CommitLabel.BugFix,1,0.74
93c84a28089a7d8e96b2c22b2b0201a49b7c7aff,"driver/0.18.x: Add support for vala-0.17.4
",CommitLabel.NonBugFix,0,0.26
14d00ae932291908bf15a8d113d09f4a692360a3,"libvaladoc/parser: add workaround for  broken symbol resolver (valac 0.17.4)
",CommitLabel.NonBugFix,1,0.69
4045ba965b142af50ddd1eeab245686b416c9672,"libvaladoc: accept @return in constructors
",CommitLabel.NonBugFix,0,0.19
056a7494cc2a60370608f44e261cd9da75dfde3b,"libvaladoc: accept ""Vala ??.??.??-dirty"" as driver format
",CommitLabel.NonBugFix,0,0.1
d58b4ea47102809453bc8e10298532de1bf29e00,"error/warning message improvements
",CommitLabel.NonBugFix,1,0.59
b21e59500c5041e5a0bd2f51b9f15fa07985d42d,"doclets/devhelp: Imrpove page titles
",CommitLabel.NonBugFix,0,0.47
7bc385ce8af35be772114e3cf7c429844afb130e,"doclets/htm: Imrpove page titles
",CommitLabel.NonBugFix,0,0.19
482fb8025a05eb3763648c9e20c42eef1a9e787b,"libvaladoc: Improve plugin selection (#676453)
",CommitLabel.NonBugFix,0,0.07
eef0cec3e990ea2646ba3cffab1980f65b031a3f,"libvaladoc: Avoid reparsing of comments
",CommitLabel.BugFix,0,0.06
20469451467f2234649007caef04e89b74ac9be2,"libvaladoc/taglets: error/warning message improvements
",CommitLabel.NonBugFix,1,0.51
e825f84180d92aeaf6d83cab2330d548c47b2024,"libvaladoc/html: Add methods to package overviews
",CommitLabel.BugFix,0,0.32
aa7023edb74292bf6e8a6fab7775fdb2aa93efd8,"libvaladoc/api: Fix documentation for Method.is_override
",CommitLabel.NonBugFix,0,0.17
f49d816d8cd2565c8abeeb4fd0b71a0a14bd86f7,"libvaladoc/api: Fix documentation for Method.is_static
",CommitLabel.NonBugFix,0,0.13
c12841ed6b314be622011b785ce943e5e67b0ec1,"libvaladoc/api: Drop glib_error
",CommitLabel.NonBugFix,1,0.79
64974b8bb083d41fb37ec54f6d074a51a697f479,"libvaladoc: Add context check for @return
",CommitLabel.NonBugFix,0,0.08
ca801cceaa0d38103754d1c3e31505216baa89de,"libvaladoc: Add context check for @throws
",CommitLabel.NonBugFix,0,0.32
9a248d5f59f77181342a11e37a7423d85387cd8a,"libvaladoc: ErrorReporter: Drop ErrorType
",CommitLabel.NonBugFix,0,0.14
c43bb2308d62c558eac5708338b5a666c3fbfa66,"libvaladoc: @throws: Check for unthrown exceptions
",CommitLabel.NonBugFix,0,0.14
5b67b39c05973b77d8d68d0b8503b037147d1092,"libvaladoc/api: Add missing parameters to signals
",CommitLabel.BugFix,0,0.08
1f9fb52c7c71ad74b48797f1655ca5b7636e77c3,"driver/0.18.x: Add support for vala-0.17.1+
",CommitLabel.NonBugFix,0,0.36
3fb36fe531cc65e20572eadc197de34bc3762ce5,"libvaladoc/html: Turn namespace/package-notes into links
",CommitLabel.NonBugFix,0,0.36
0e707e9b96c2086154b5352bf4c5ceb050a590a5,"Add support for valac 0.18.0
",CommitLabel.NonBugFix,0,0.0
75d4596d3f067c2e049364b8279f72b4fc087c3c,"driver: Trim lines in *.dep files
",CommitLabel.BugFix,1,0.57
caae1a453c3cf2f996c0fdecdb4d79ef08ce6213,"libvaladoc: Fix typo in ValadocDocumentationScanner
",CommitLabel.NonBugFix,0,0.44
df089746e63a6e8d7e5cb150c5da8926a778b5c6,"libvaladoc: documentation fixes
",CommitLabel.NonBugFix,0,0.17
e1a2fd0eb19fca68caba2bfcdbfb069789a302a9,"libvala: Add support for libvala-0.16
",CommitLabel.NonBugFix,0,0.05
5dbaebf86e6584b403f75e3502d68a45abc82544,"libvaladoc/html: Sort subnamespaces in navis
",CommitLabel.NonBugFix,0,0.19
0ff8f311772a51fcb269842d40b1b7478a5426a8,"libvaladoc: gir-importer: Error reporting improvements
",CommitLabel.NonBugFix,1,0.51
166a93dbeca04622ab0bcaf7cd077926baa049f3,"doclet/devhelp: Add name="""" to <book>
",CommitLabel.BugFix,0,0.08
c6f22949dc72af5edfd18bf4d350ae925fcc2d2c,"valadoc: LinkHelper: turn get_package_link into a virtual method
",CommitLabel.NonBugFix,0,0.19
7d8ae9dd2bf8e70f0d4421ecadbfbcaf36474f86,"libvaladoc: mark @deprecated as deprecated
",CommitLabel.NonBugFix,0,0.14
62c0c77a4a9f8186d37e9247323a3a59080777a4,"libvaladoc: docparser: Fix invalid cast in lists
",CommitLabel.BugFix,1,0.94
d4b3f1bf94bc38cf305aa89f10bf5ca09af0e3e0,"gtkdoc-renderer: Fix broken escapes
",CommitLabel.BugFix,1,0.95
93be5446d32b1f49fd993969ec457f80a31cab4a,"gtkdoc-renderer: Avoid possible \n in signal/property-links
",CommitLabel.BugFix,1,0.57
c3a15cce343f994c2d5d9fccca4d8e3b226422c5,"gtk-importer: Allow ""struct [id]*] inside docbook type tags
",CommitLabel.NonBugFix,0,0.37
5e56988bd8fbc352fccd0429a85a0dcdb8104994,"gtkdoc-parser: Allow <title> in ordered and itemized lists
",CommitLabel.NonBugFix,0,0.14
03fcfa5c77bad07ac29415a927db30be9cee47be,"gtkdoc-parser: Fix possible infinite loop
",CommitLabel.BugFix,1,0.94
3e4efd0d34df74f1c3f2360dcf79f8b4f028e739,"gtkdoc-importer: Add support for orderedlist
",CommitLabel.NonBugFix,0,0.01
0a8d1af2e53c3fbfe5dc5261d052dc03fd01fb79,"gtkdoc-importer: Add support for refsect3
",CommitLabel.NonBugFix,0,0.08
4d4cee8d2dd6edc2cae5d22fbb3d672e5bd38bf3,"gtkdoc-importer: Add support for variablelist
",CommitLabel.NonBugFix,0,0.0
5ab247e291e7cf872be19b8141b7fe85af866d48,"gtkdoc-importer: Add support for sections
",CommitLabel.NonBugFix,0,0.01
ab74858e5f4f17ac16983f7cb135edd13c72e288,"libvaladoc: Accept block content in list-items
",CommitLabel.NonBugFix,0,0.19
eeae29080b4a8b4a53d3968cb21870fd841b87c9,"gtkdoc-importer: Allow mixed content in refsect2
",CommitLabel.NonBugFix,0,0.47
13be912598131eeaf533fb7d4d60ac0ec1ea8b10,"gtkdoc-parser: Add a helper for mixed content
",CommitLabel.NonBugFix,0,0.08
9b803ed1532623edbeb8e3b82c5ed03a0d3091cc,"gtkdoc-importer: Add support for abbrev
",CommitLabel.NonBugFix,0,0.01
50fb6add9826b85691e3fc25be61dc531fcb0407,"gtkdoc-importer: Add support for literallayout
",CommitLabel.NonBugFix,0,0.0
0561123a987b538aa9658dae42bd416b28a7e297,"gtkdoc-importer: Add support for informaltable
",CommitLabel.NonBugFix,0,0.0
f5a3477fe1bd136a3f9f7e2048299ad24bd47ded,"gtkdoc-importer: Add support for computeroutput
",CommitLabel.NonBugFix,0,0.0
ebfea5fc31fb3f7e417fc43b532f9c37a785cc09,"gtkdoc-importer: Add support for varname
",CommitLabel.NonBugFix,0,0.0
96e1e491dde5f861da18a5da0acff5465f30a293,"gtkdoc-importer: Fix to_string for xml-close
",CommitLabel.BugFix,1,0.91
ade1458676e7170ccc296476edc734508a098e3f,"gtkdoc-importer: Add support for figures
",CommitLabel.NonBugFix,0,0.01
bf9eba31da7599606e23993949f0d3f9858bf200,"libvaladoc: gtkdoc: Add support for important
",CommitLabel.NonBugFix,0,0.08
7cdb4f8094138c7e59fe90ae98a7c003b712a6d3,"gtkdoc-importer: Merge rule for example & informalexample
",CommitLabel.NonBugFix,0,0.1
27b237422064ba6c910ae73fe4adeb79e04e5166,"Add a metadata-format for gir files
",CommitLabel.NonBugFix,0,0.03
8de9caa985fa3e79348c1c88b9313a4bce4d92e6,"libvaladoc: Add support for SourceCode attributes
",CommitLabel.NonBugFix,0,0.01
27725c56de43ad0ef67b32b1977e086d0704913c,"Add support for vala 0.15.1
",CommitLabel.NonBugFix,0,0.36
4f4829ba44ea261c80e6d7971be664c157b48e9b,"Embedded: Search images relative to the file
",CommitLabel.NonBugFix,0,0.05
117bd32510ed29f46d2fc5c69fa0d2aeed80abe2,"doclets/devhelp: Add full wiki-support
",CommitLabel.NonBugFix,0,0.0
1bd1c6fd062d26e776cabbaa2bab0ad009453af6,"libvaladoc: Allow conditional spaces in headlines
",CommitLabel.NonBugFix,0,0.47
c32b39c94f71e02e12611c412351410fee1a9ed4,"libvaladoc: Fix broken nullchecks in parser.error & warning
",CommitLabel.BugFix,1,0.99
737a1463232535f487850f80fe0fb49b4978f77e,"libvaladoc: add helpers for valadoc.org
",CommitLabel.NonBugFix,0,0.02
61df61ef805b550970475146be5de323acae5cfd,"libvaladoc: drop varargs for signatures with implicit parameters
",CommitLabel.BugFix,0,0.14
fbe228e72733557f4627979655fca5dd45a35cd0,"Fix -D
",CommitLabel.BugFix,1,0.87
83efcc0745f3364be1b21a46ec96895a734e3187,"libvaladoc/html: Keep error-reporter for derived doclets
",CommitLabel.NonBugFix,1,0.85
fcc844f91e153ef9270c7f913c32ab78d57841d0,"libvaladoc: gtkdoc-parser: Fix possible segfault in footnotes
",CommitLabel.BugFix,1,0.82
5a58dcd25cb62f22e94fb223e93cecdb902bc72d,"libvaladoc: ModuleLoader cleanups
",CommitLabel.NonBugFix,0,0.03
ff94c631c9826c114928c8549186d9747b0b6079,"libvaladoc: ModuleLoader cleanups
",CommitLabel.NonBugFix,0,0.04
208fc48688a926ffac9a7e47c7070976ad6a72de,"libvaladoc: gir-reader: accept @<id>(::|:|->|.)(<gid>)
",CommitLabel.NonBugFix,0,0.05
ea89ac5dd42a7d3564ca6955b93f8356e1b04fd3,"libvaladoc/html: Add style for {{{source}}}
",CommitLabel.NonBugFix,0,0.21
7140c07477a6e894c02fb5df2fb14d177cb3c40e,"libvaladoc: gir-reader: Unescape %, @, (, ), &, #
",CommitLabel.NonBugFix,0,0.05
e62c5a57c8f0dada55a8337ecfcb795d70b8ee9b,"libvaladoc/html: Signals: Hide content listing
",CommitLabel.BugFix,1,0.57
70f4fa9a293229d051b9f23ad54e8a3c40d5a686,"libvaladoc: gir-reader: accept #[id].[id|func]
",CommitLabel.NonBugFix,1,0.57
c7a994dd1f25426b6c307b4de8b347daed0d3f57,"libvaladoc/html: Hide redundant links
",CommitLabel.NonBugFix,0,0.19
098c1f94732322a266773af4c30dc424ead10e66,"Fix segfault triggered by valac-errors
",CommitLabel.BugFix,1,0.97
7d5abf3972158a3b24d2e075c20bde604de3e813,"libvaladoc: reorder @param
",CommitLabel.NonBugFix,0,0.05
921a85b1618ebc4a2f92c1c786b6b9b84f1ffb38,"libvaladoc: @parameter: check for existence
",CommitLabel.NonBugFix,0,0.2
8d29ae7db6db63f4d90103d7288fa58fb1f0e219,"libvaladoc/api: Signals: Add missing ""signal"" keyword to signatuers
",CommitLabel.BugFix,0,0.43
5f2db5a15b6dce33253c7d6ba766db4ac2292957,"libvaladoc: gir-reader: accept #[id]->[id|func]
",CommitLabel.NonBugFix,0,0.19
6b15ef4ca6180d42b5d1efba3a8b6117214ce088,"libvaladoc: gir-reader: allow _ as prefix in function names
",CommitLabel.BugFix,0,0.47
4727810cbffe0638ba47976c8ff13e5775482f57,"libvala: gir-reader: fix spaces/newlines in img-alt-text
",CommitLabel.BugFix,1,0.87
404d1a7d4ddee6505ff3dfbf859e835e58bec292,"libvaladoc: gir-reader: Improve @-quirks-mode
",CommitLabel.NonBugFix,1,0.58
e85e76dec1010dae4e01c859978ca2c3f02014b2,"libvaladoc: gir-reader: accept &pi;, &gt;, &lt;, &solidus;
",CommitLabel.NonBugFix,0,0.05
73bb067185c2f5dd2bf1c285c68f8a8680046a76,"libvaladoc: gir-reader: accept @...
",CommitLabel.NonBugFix,0,0.19
ca2ba9131b10c5927172505f89f79cc0088dca3f,"libvaladoc: gir-reader: improve short descs
",CommitLabel.NonBugFix,0,0.01
b06a307a2a201b643ba81bf2c9cc940fd04285e5,"libvaldoc/html: Add missing - between ns and short desc
",CommitLabel.BugFix,0,0.43
b4a6e4a98e5ca16889391a5db989b151f03ed208,"Add initial reading-support for <doc>
",CommitLabel.NonBugFix,0,0.0
b753b88a432fca3a8947a1ea0743e44f626e23a2,"Add warning & note tags
",CommitLabel.NonBugFix,0,0.01
3175c9de0718ab2fae86c4ffba4f2b25b747f183,"driver: merge 0.13.* and 0.14.*
",CommitLabel.NonBugFix,0,0.08
c05a5f75cdc3282ee7bdb785babf13c37e82ac11,"libvaladoc: parser: Fix broken ?
",CommitLabel.BugFix,1,0.69
726d32238c7ff6958664bb766cbb5d78c283024a,"libvaladoc: gir-importer, c-resolver : various improvements
",CommitLabel.NonBugFix,0,0.09
924f7d685eddace910e2b831ba4fc19aa0028437,"drivers: merge 0.11.* and 0.12.*
",CommitLabel.NonBugFix,0,0.15
8ec48f53db37a1fb7c4c06fb62cae13f0ffac40d,"doclets: Fix text size in html & devhelp
",CommitLabel.BugFix,1,0.77
dc6edfc736bb630b805d0c3f7afc6ca4768e605c,"gir: basic reading support
",CommitLabel.NonBugFix,0,0.0
6fe783ef0149576182b26e4d15ed1ba98643a32d,"driver/0.13: vapidir-fix
",CommitLabel.BugFix,1,0.74
0ddd26c325e6d7cf228aeaa860f712e997ad8e8b,"Add doap file
",CommitLabel.NonBugFix,0,0.0
05ce7aa0c12a8478ccb34579c8c3d8319af8b877,"driver: 0.14: Add throws declaration to signatures
",CommitLabel.BugFix,0,0.32
530e3757aa56bea4d0b4f47fafee7a5d635009be,"drivers: Add 0.16.x
",CommitLabel.NonBugFix,0,0.05
cd641db16dab2a72fa03f5f9163a088c0950babd,"doclets/devhelp && htm: Fix output directory creation
",CommitLabel.BugFix,1,0.81
069787a17d70841274d75458735e433288da53cb,"drivers: Add 0.14.x driver
",CommitLabel.NonBugFix,0,0.01
843c6cfc341d82f9a1282f52f3db6448bf360c0c,"libvaladoc/html: BasicDoclet: <title> improvements
",CommitLabel.NonBugFix,0,0.14
c93e1d8deccb1d508e50a890e96cb4dc929ee044,"driver-0.13.x: Add basic gir support
",CommitLabel.NonBugFix,0,0.08
0e90facc5014282a641fa99df3439bfa3fc8b3c9,"Various cleanups
",CommitLabel.BugFix,0,0.12
fcb4027846edb2d660ea94374aaf520df7189247,"driver/0.10.x: Fix get_method_binding_type, static
",CommitLabel.BugFix,0,0.44
91caac25756464a87e7185c305302353b8bb2faa,"driver/0.10.x: Add support for attributes
",CommitLabel.NonBugFix,0,0.0
df3e0b75c0ab7c6c7ba511e3fbefbae6e919d65b,"driver/0.10.x: Fix type parameter creation for methods and implemented interfaces
",CommitLabel.BugFix,0,0.35
935820dbb5b80a81e66f432ec5199516bc98e998,"driver/0.11.0: Add support for attributes
",CommitLabel.NonBugFix,0,0.0
d12bc09a4a1bc16e39f9ed899cd084c428145e9b,"version/0.11.0: Fix get_method_binding_type, static
",CommitLabel.BugFix,0,0.17
d6287cec92a808d1872cd376d6d8de59f27d5748,"driver/0.11.0: Fix type parameter creation for methods and implemented interfaces
",CommitLabel.BugFix,0,0.35
8b496a8c9cf28bc85c2ff66397b6c022764ba81f,"driver/0.11.x: Fix type parameter creation for methods and implemented interfaces
",CommitLabel.BugFix,0,0.35
f43ef1b9e9b26672926e7fb9dfd46536404c0ebc,"version/0.11.x: Fix get_method_binding_type, static
",CommitLabel.BugFix,1,0.53
8a96307a3e4851e914e5fd6cbe698534f81e664b,"driver/0.12.x: Add support for attributes
",CommitLabel.NonBugFix,0,0.0
dde68eec99063198254938b85ea2ee40fa6995a4,"driver/0.12.x: Fix type parameter creation for methods and implemented interfaces
",CommitLabel.BugFix,0,0.35
ad31a26a38930db286ccaa5008e0b1b7f97337c5,"ver/0.12.x: Fix get_method_binding_type, static
",CommitLabel.BugFix,1,0.81
9822d0d87e828fab55ed67fbdac20af00ca1b423,"driver/*, libvaladoc: Move ChildSymbolRegistrar to libvaladoc
",CommitLabel.NonBugFix,0,0.0
456e8cd8afd98001ad989ee05b59be9ebd00d1fa,"libvaladoc/html: Add non-static methods to namespace-content
",CommitLabel.BugFix,0,0.32
f484ce89c850421fb11020b77ab8b0b55aed6d0f,"poppler-glib: Drop unnecessary dependencies

Thanks to tarnyko for the patch.

Fixes bug 702873.
",CommitLabel.NonBugFix,1,0.85
3d5e8e7204d2c84cc3eb1306b1c7b7e7f971d23b,"gtktemplate: Allow connecting signals of the template class itself
",CommitLabel.NonBugFix,1,0.58
6d07669384cdb70c3c657dba67d5048212f25da9,"codegen: Allow scope=async delegates to be used in vala code

Fixes bug 703804
",CommitLabel.NonBugFix,1,0.77
